interaction_id,turn_number,text,next_text
20260207/ae00c57e-18:02:27-789e3bbc,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/ae0683b4-16:11:47-dd530eb7,13,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Example example.
20260207/ae0683b4-16:11:47-dd530eb7,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Electrical department.
20260207/ae08ee8c-15:56:30-21c5d543,11,What was the last title of your last job role?,The last job.
20260207/ae08ee8c-15:56:30-21c5d543,15,What job roles are you looking for? You can tell any job you are looking for.,We are KSRTC drivers.
20260207/ae08ee8c-17:42:40-8411829d,15,What job roles are you looking for? You can tell any job you are looking for.,KSRTC.
20260207/ae0fe2cb-15:45:19-6596f525,13,Okay. What kind of job are you looking for?,Army
20260207/ae0fe2cb-15:45:19-6596f525,15,What job roles are you looking for? You can tell any job you are looking for,Central Central Government.
20260207/ae1bb6af-16:04:51-8c6af881,17,What job roles are you looking for? You can tell any job you are looking for.,There should be eight hours of work.
20260207/ae1bb6af-16:04:51-8c6af881,19,"I understand you're looking for an 8-hour workday. What specific job roles are you interested in? For example, data entry operator, salesperson, electrician, or machine operator.",Data entry operator.
20260207/ae3312ff-16:25:06-eccb3e10,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Nothing, I will do it."
20260207/ae4744bf-15:43:09-b3d78d03,13,"Okay. What kind of job are you looking for, Basavaraj?",Government employment.
20260207/ae4744bf-15:43:09-b3d78d03,17,What job roles are you looking for? You can tell any job you are looking for.,Police madam.
20260207/ae5d0653-17:06:22-d42e2e60,11,What was the last title of your last job role?,Shop loan title?
20260207/ae5daf32-16:39:12-3459971b,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","No job interest. Not interested in job, only business."
20260207/ae8eb2c0-16:38:22-d3a74bcb,23,What job roles are you looking for? You can tell any job you are looking for.,Who is it?
20260207/ae9043d8-16:03:36-f9ff44f3,15,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","Electrician, machine operator."
20260207/aeaf6fb6-16:26:58-6b706294,21,What job roles are you looking for? You can tell any job you are looking for. Hey are you still on call?,Hmm.
20260207/aeaf6fb6-16:26:58-6b706294,23,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",I am not saying anything.
20260207/aec27add-15:42:00-dbbe6d43,19,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.",Business.
20260207/aedbd3cf-15:40:58-ab469341,15,What job roles are you looking for? You can tell any job you are looking for.,Eighty eighty related.
20260207/aedf5a04-17:58:57-1c19ddd9,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","Uh drug safety associate, clinical data management."
20260207/aee76890-16:42:43-59f7c9f2,13,What job roles are you looking for? You can tell any job you are looking for.,Banking cooperative.
20260207/aee81d25-18:24:23-07d114d3,13,What was the last title of your last job role?,Tractor driving lover.
20260207/aef068b9-16:32:25-b2f0e5a6,21,"I'm sorry, I didn't understand. Could you please tell me what job roles you are looking for? For example, data entry operator, salesperson, electrician, or machine operator.",Bank
20260207/aef44435-16:17:13-c31fc5e4,15,What job roles are you looking for? You can tell any job you are looking for.,"No, I said only trade. Only trade."
20260207/aefa7645-16:53:48-ef8cb4f2,23,What job roles are you looking for? You can tell any job you are looking for.,It won't come at eight. It won't come at eight.
20260207/af04835f-16:02:09-13fa69dd,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Computer
20260207/af15af61-16:13:56-6f5e11b4,23,What job roles are you looking for? You can tell any job you are looking for.,I will take it.
20260207/af15af61-16:13:56-6f5e11b4,25,What job roles are you looking for? You can tell any job you are looking for.,Software testing developer.
20260207/af1f05cf-15:57:35-56ae5aa3,17,What job roles are you looking for? You can tell any job you are looking for.,"Madam, I don't know how to speak Kannada."
20260207/af210fca-18:19:18-a7f06b76,17,What job roles are you looking for? You can tell any job you are looking for.,New
20260207/af256b6d-16:27:07-50303bd1,15,What job roles are you looking for? You can tell any job you are looking for.,Online
20260207/af376fa1-18:19:13-92f4b9ff,21,What job roles are you looking for? You can tell any job you are looking for.,No ma'am.
20260207/af5282d9-16:05:14-73eac5d4,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/af5958f3-17:56:35-73844957,19,What job roles are you looking for? You can tell any job you are looking for.,"Now, it's a job. Now, we are applying for the military. We are doing this now, we are doing this now for the army. There is no one else."
20260207/af6e22fa-16:32:27-d91e390c,19,What job roles are you looking for? You can tell any job you are looking for.,"Any, like a call center or your gas relationship executive or something."
20260207/af790093-15:32:54-8097f06c,19,What job roles are you looking for? You can tell any job you are looking for.,"Yes, I will do it."
20260207/af86c460-18:12:30-3db4f1b0,19,"Okay, I understand you're looking for something related to being a housewife. What job roles are you looking for? You can tell any job you are looking for.","No no no, I don't do a job. House house my phone."
20260207/af8f7ecb-15:39:27-f0993d9e,17,"What job roles are you looking for? You can tell any job you are looking for. For example, data entry operator, salesperson, electrician, or machine operator.","IT field, software development."
20260207/af8ff5d9-16:31:43-826bbcf5,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/afa12613-16:04:01-d227fbf0,9,What was the last title of your last job role? Hey are you still on call?,Yes.
20260207/afa12613-16:04:01-d227fbf0,11,What was the last title of your last job role?,Lab Technician
20260207/afa12613-16:04:01-d227fbf0,15,What job roles are you looking for? You can tell any job you are looking for.,Only laptop use.
20260207/afbb7fcc-20:45:48-88ee1e12,15,"What job roles are you looking for? You can tell any job you are looking for, for example, data entry operator, salesperson, electrician, or machine operator.",Electrician.
20260207/afcab6e3-16:45:00-3c9ce433,17,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","This is going for this, RRB will put it."
20260207/afcab6e3-16:50:19-f97d9460,17,What job roles are you looking for? You can tell any job you are looking for. Hey are you still on call?,"Yes, where are you speaking from?"
20260207/afcab6e3-16:50:19-f97d9460,33,"Okay, so you are looking for an apprenticeship. What job roles are you looking for? You can tell any job you are looking for.","Not there, sir."
20260207/afcab6e3-16:50:19-f97d9460,35,"I apologize, but I'm not sure I understand. Could you please tell me what job roles you are looking for? For example, data entry operator, salesperson, electrician, or machine operator.",Machine operator.
20260207/aff1231f-16:12:23-925b77a5,15,What job roles are you looking for? You can tell any job you are looking for.,Non-wise officer.
20260207/b021f646-18:20:25-aadc5136,13,"What job roles are you looking for? You can tell any job you are looking for. For example: data entry operator, salesperson, electrician, or machine operator.","No, you can tell them to call back."
